,year,division,match_id,half_type,play_time,goal_range
1375,2014,1,2014-1-126,2,29,4
1376,2014,1,2014-1-128,2,1,3
1377,2014,1,2014-1-128,2,16,4
1378,2014,1,2014-1-128,2,49,5
1379,2014,1,2014-1-129,1,22,1
1380,2014,1,2014-1-129,1,34,2
1381,2014,1,2014-1-129,2,12,3
1382,2014,1,2014-1-131,2,11,3
1383,2014,1,2014-1-131,2,17,4
1384,2014,1,2014-1-132,2,45,5
1385,2014,1,2014-1-133,2,35,5
1386,2014,1,2014-1-134,1,21,1
1387,2014,1,2014-1-134,1,39,2
1388,2014,1,2014-1-134,2,27,4
1389,2014,1,2014-1-135,1,14,0
1390,2014,1,2014-1-135,2,10,3
1391,2014,1,2014-1-136,1,26,1
1392,2014,1,2014-1-136,1,29,1
1393,2014,1,2014-1-136,2,3,3
1394,2014,1,2014-1-138,1,10,0
1395,2014,1,2014-1-138,1,35,2
1396,2014,1,2014-1-138,2,47,5
1397,2014,1,2014-1-139,1,22,1
1398,2014,1,2014-1-139,2,14,3
1399,2014,1,2014-1-140,1,11,0
1400,2014,1,2014-1-140,1,20,1
1401,2014,1,2014-1-140,1,30,2
1402,2014,1,2014-1-140,1,34,2
1403,2014,1,2014-1-140,1,46,2
1404,2014,1,2014-1-140,2,3,3
1405,2014,1,2014-1-140,2,25,4
1406,2014,1,2014-1-140,2,47,5
1407,2014,1,2014-1-141,1,21,1
1408,2014,1,2014-1-141,2,1,3
1409,2014,1,2014-1-142,1,28,1
1410,2014,1,2014-1-142,1,37,2
1411,2014,1,2014-1-143,1,27,1
1412,2014,1,2014-1-143,2,6,3
1413,2014,1,2014-1-143,2,42,5
1414,2014,1,2014-1-144,2,40,5
1415,2014,1,2014-1-146,1,7,0
1416,2014,1,2014-1-147,1,22,1
1417,2014,1,2014-1-147,1,28,1
1418,2014,1,2014-1-147,2,45,5
1419,2014,1,2014-1-148,2,6,3
1420,2014,1,2014-1-148,2,20,4
1421,2014,1,2014-1-148,2,46,5
1422,2014,1,2014-1-149,1,28,1
1423,2014,1,2014-1-149,1,36,2
1424,2014,1,2014-1-150,2,12,3
1425,2014,1,2014-1-150,2,27,4
1426,2014,1,2014-1-151,2,16,4
1427,2014,1,2014-1-152,2,38,5
1428,2014,1,2014-1-153,1,26,1
1429,2014,1,2014-1-153,1,40,2
1430,2014,1,2014-1-153,2,5,3
1431,2014,1,2014-1-153,2,45,5
1432,2014,1,2014-1-154,2,3,3
1433,2014,1,2014-1-154,2,6,3
1434,2014,1,2014-1-154,2,20,4
1435,2014,1,2014-1-154,2,43,5
1436,2014,1,2014-1-155,2,2,3
1437,2014,1,2014-1-158,1,23,1
1438,2014,1,2014-1-158,2,11,3
1439,2014,1,2014-1-159,1,44,2
1440,2014,1,2014-1-159,2,39,5
1441,2014,1,2014-1-159,2,43,5
1442,2014,1,2014-1-160,2,3,3
1443,2014,1,2014-1-160,2,45,5
1444,2014,1,2014-1-161,2,13,3
1445,2014,1,2014-1-161,2,16,4
1446,2014,1,2014-1-161,2,30,5
1447,2014,1,2014-1-162,2,18,4
1448,2014,1,2014-1-163,1,7,0
1449,2014,1,2014-1-163,2,20,4
1450,2014,1,2014-1-164,1,27,1
1451,2014,1,2014-1-165,1,22,1
1452,2014,1,2014-1-166,1,42,2
1453,2014,1,2014-1-166,2,14,3
1454,2014,1,2014-1-166,2,32,5
1455,2014,1,2014-1-166,2,49,5
1456,2014,1,2014-1-167,1,21,1
1457,2014,1,2014-1-167,2,10,3
1458,2014,1,2014-1-168,2,14,3
1459,2014,1,2014-1-168,2,31,5
1460,2014,1,2014-1-169,2,18,4
1461,2014,1,2014-1-169,2,39,5
1462,2014,1,2014-1-169,2,47,5
1463,2014,1,2014-1-170,1,1,0
1464,2014,1,2014-1-170,1,7,0
1465,2014,1,2014-1-171,2,4,3
1466,2014,1,2014-1-172,1,44,2
1467,2014,1,2014-1-172,2,40,5
1468,2014,1,2014-1-172,2,47,5
1469,2014,1,2014-1-173,1,42,2
1470,2014,1,2014-1-173,2,41,5
1471,2014,1,2014-1-174,2,8,3
1472,2014,1,2014-1-174,2,14,3
1473,2014,1,2014-1-176,2,28,4
1474,2014,1,2014-1-177,1,30,2
1475,2014,1,2014-1-178,2,9,3
1476,2014,1,2014-1-180,2,19,4
1477,2014,1,2014-1-181,1,2,0
1478,2014,1,2014-1-181,1,8,0
1479,2014,1,2014-1-181,2,36,5
1480,2014,1,2014-1-182,1,13,0
1481,2014,1,2014-1-182,2,16,4
1482,2014,1,2014-1-182,2,48,5
1483,2014,1,2014-1-183,1,19,1
1484,2014,1,2014-1-183,2,33,5
1485,2014,1,2014-1-184,1,8,0
1486,2014,1,2014-1-184,2,14,3
1487,2014,1,2014-1-184,2,25,4
1488,2014,1,2014-1-185,2,24,4
1489,2014,1,2014-1-186,2,5,3
1490,2014,1,2014-1-187,1,35,2
1491,2014,1,2014-1-187,1,38,2
1492,2014,1,2014-1-188,2,12,3
1493,2014,1,2014-1-188,2,19,4
1494,2014,1,2014-1-188,2,34,5
1495,2014,1,2014-1-189,2,24,4
1496,2014,1,2014-1-189,2,36,5
1497,2014,1,2014-1-189,2,47,5
1498,2014,1,2014-1-190,1,2,0
1499,2014,1,2014-1-190,1,11,0
1500,2014,1,2014-1-190,2,36,5
1501,2014,1,2014-1-190,2,48,5
1502,2014,1,2014-1-191,1,38,2
1503,2014,1,2014-1-191,2,17,4
1504,2014,1,2014-1-191,2,29,4
1505,2014,1,2014-1-191,2,35,5
1506,2014,1,2014-1-192,1,17,1
1507,2014,1,2014-1-192,1,41,2
1508,2014,1,2014-1-192,2,23,4
1509,2014,1,2014-1-193,2,19,4
1510,2014,1,2014-1-193,2,43,5
1511,2014,1,2014-1-193,2,49,5
1512,2014,1,2014-1-194,2,27,4
1513,2014,1,2014-1-195,1,37,2
1514,2014,1,2014-1-195,2,2,3
1515,2014,1,2014-1-195,2,11,3
1516,2014,1,2014-1-195,2,22,4
1517,2014,1,2014-1-195,2,28,4
1518,2014,1,2014-1-195,2,38,5
1519,2014,1,2014-1-195,2,39,5
1520,2014,1,2014-1-196,2,38,5
1521,2014,1,2014-1-197,1,39,2
1522,2014,1,2014-1-197,2,23,4
1523,2014,1,2014-1-198,1,1,0
1524,2014,1,2014-1-198,1,15,1
1525,2014,1,2014-1-198,2,23,4
1526,2014,1,2014-1-198,2,34,5
1527,2014,1,2014-1-198,2,42,5
1528,2014,1,2014-1-198,2,49,5
1529,2014,1,2014-1-199,1,25,1
1530,2014,1,2014-1-199,2,20,4
1531,2014,1,2014-1-200,2,11,3
1532,2014,1,2014-1-200,2,25,4
1533,2014,1,2014-1-200,2,41,5
1534,2014,1,2014-1-201,2,48,5
1535,2014,1,2014-1-202,1,45,2
1536,2014,1,2014-1-202,2,40,5
1537,2014,1,2014-1-203,1,4,0
1538,2014,1,2014-1-203,1,33,2
1539,2014,1,2014-1-203,1,40,2
1540,2014,1,2014-1-203,1,46,2
1541,2014,1,2014-1-203,2,13,3
1542,2014,1,2014-1-204,1,37,2
1543,2014,1,2014-1-204,2,3,3
1544,2014,1,2014-1-205,1,27,1
1545,2014,1,2014-1-205,2,4,3
1546,2014,1,2014-1-205,2,41,5
1547,2014,1,2014-1-206,2,48,5
1548,2014,1,2014-1-207,1,5,0
1549,2014,1,2014-1-207,1,34,2
1550,2014,1,2014-1-207,2,6,3
1551,2014,1,2014-1-207,2,13,3
1552,2014,1,2014-1-208,2,30,5
1553,2014,1,2014-1-209,2,18,4
1554,2014,1,2014-1-209,2,28,4
1555,2014,1,2014-1-210,1,9,0
1556,2014,1,2014-1-210,1,25,1
1557,2014,1,2014-1-210,1,33,2
1558,2014,1,2014-1-210,2,18,4
1559,2014,1,2014-1-211,1,24,1
1560,2014,1,2014-1-212,1,26,1
1561,2014,1,2014-1-212,1,30,2
1562,2014,1,2014-1-212,2,16,4
1563,2014,1,2014-1-212,2,37,5
1564,2014,1,2014-1-213,2,28,4
1565,2014,1,2014-1-214,1,7,0
1566,2014,1,2014-1-214,2,20,4
1567,2014,1,2014-1-215,2,23,4
1568,2014,1,2014-1-215,2,26,4
1569,2014,1,2014-1-216,1,30,2
1570,2014,1,2014-1-216,2,6,3
1571,2014,1,2014-1-217,2,3,3
1572,2014,1,2014-1-217,2,29,4
1573,2014,1,2014-1-217,2,44,5
1574,2014,1,2014-1-218,2,44,5
1575,2014,1,2014-1-220,2,18,4
1576,2014,1,2014-1-221,1,8,0
1577,2014,1,2014-1-221,1,25,1
1578,2014,1,2014-1-221,1,34,2
1579,2014,1,2014-1-221,2,44,5
1580,2014,1,2014-1-222,1,45,2
1581,2014,1,2014-1-223,2,15,4
1582,2014,1,2014-1-223,2,21,4
1583,2014,1,2014-1-224,1,19,1
1584,2014,1,2014-1-224,2,24,4
1585,2014,1,2014-1-224,2,44,5
1586,2014,1,2014-1-225,2,3,3
1587,2014,1,2014-1-225,2,34,5
1588,2014,1,2014-1-225,2,39,5
1589,2014,1,2014-1-226,1,25,1
1590,2014,1,2014-1-226,1,43,2
1591,2014,1,2014-1-226,2,28,4
1592,2014,1,2014-1-226,2,30,5
1593,2014,1,2014-1-227,2,11,3
1594,2014,2,2014-2-001,1,3,0
1595,2014,2,2014-2-001,2,31,5
1596,2014,2,2014-2-001,2,38,5
1597,2014,2,2014-2-002,1,4,0
1598,2014,2,2014-2-002,1,10,0
1599,2014,2,2014-2-002,2,35,5
1600,2014,2,2014-2-003,1,10,0
1601,2014,2,2014-2-003,1,32,2
1602,2014,2,2014-2-003,2,18,4
1603,2014,2,2014-2-003,2,21,4
1604,2014,2,2014-2-003,2,26,4
1605,2014,2,2014-2-004,1,21,1
1606,2014,2,2014-2-004,2,10,3
1607,2014,2,2014-2-004,2,12,3
1608,2014,2,2014-2-004,2,23,4
1609,2014,2,2014-2-004,2,25,4
1610,2014,2,2014-2-005,2,20,4
1611,2014,2,2014-2-005,2,21,4
1612,2014,2,2014-2-006,1,37,2
1613,2014,2,2014-2-006,1,42,2
1614,2014,2,2014-2-006,2,16,4
1615,2014,2,2014-2-006,2,23,4
1616,2014,2,2014-2-006,2,34,5
1617,2014,2,2014-2-007,2,44,5
1618,2014,2,2014-2-008,1,6,0
1619,2014,2,2014-2-008,1,27,1
1620,2014,2,2014-2-008,1,39,2
1621,2014,2,2014-2-008,2,39,5
1622,2014,2,2014-2-009,2,3,3
1623,2014,2,2014-2-009,2,6,3
1624,2014,2,2014-2-009,2,8,3
1625,2014,2,2014-2-009,2,23,4
1626,2014,2,2014-2-009,2,43,5
1627,2014,2,2014-2-010,1,3,0
1628,2014,2,2014-2-010,2,10,3
1629,2014,2,2014-2-012,1,48,2
1630,2014,2,2014-2-012,2,6,3
1631,2014,2,2014-2-012,2,39,5
1632,2014,2,2014-2-012,2,40,5
1633,2014,2,2014-2-013,2,4,3
1634,2014,2,2014-2-013,2,12,3
1635,2014,2,2014-2-013,2,50,5
1636,2014,2,2014-2-014,1,29,1
1637,2014,2,2014-2-015,2,2,3
1638,2014,2,2014-2-016,2,3,3
1639,2014,2,2014-2-017,2,0,3
1640,2014,2,2014-2-017,2,14,3
1641,2014,2,2014-2-017,2,25,4
1642,2014,2,2014-2-017,2,37,5
1643,2014,2,2014-2-017,2,48,5
1644,2014,2,2014-2-018,1,31,2
1645,2014,2,2014-2-018,1,42,2
1646,2014,2,2014-2-019,1,2,0
1647,2014,2,2014-2-019,2,3,3
1648,2014,2,2014-2-019,2,45,5
1649,2014,2,2014-2-019,2,47,5
1650,2014,2,2014-2-020,1,41,2
1651,2014,2,2014-2-020,2,6,3
1652,2014,2,2014-2-020,2,19,4
1653,2014,2,2014-2-020,2,25,4
1654,2014,2,2014-2-021,2,34,5
1655,2014,2,2014-2-022,1,2,0
1656,2014,2,2014-2-022,1,41,2
1657,2014,2,2014-2-022,2,25,4
1658,2014,2,2014-2-022,2,47,5
1659,2014,2,2014-2-023,1,4,0
1660,2014,2,2014-2-023,1,46,2
1661,2014,2,2014-2-023,2,27,4
1662,2014,2,2014-2-023,2,33,5
1663,2014,2,2014-2-023,2,41,5
1664,2014,2,2014-2-024,1,23,1
1665,2014,2,2014-2-024,2,29,4
1666,2014,2,2014-2-026,1,42,2
1667,2014,2,2014-2-026,2,47,5
1668,2014,2,2014-2-027,1,46,2
1669,2014,2,2014-2-027,2,39,5
1670,2014,2,2014-2-028,2,20,4
1671,2014,2,2014-2-029,1,11,0
1672,2014,2,2014-2-029,1,17,1
1673,2014,2,2014-2-029,2,43,5
1674,2014,2,2014-2-030,1,12,0
1675,2014,2,2014-2-030,1,27,1
1676,2014,2,2014-2-031,2,18,4
1677,2014,2,2014-2-031,2,44,5
1678,2014,2,2014-2-031,2,46,5
1679,2014,2,2014-2-033,2,11,3
1680,2014,2,2014-2-033,2,22,4
1681,2014,2,2014-2-033,2,41,5
1682,2014,2,2014-2-034,2,13,3
1683,2014,2,2014-2-034,2,29,4
1684,2014,2,2014-2-035,1,26,1
1685,2014,2,2014-2-035,1,27,1
1686,2014,2,2014-2-035,2,3,3
1687,2014,2,2014-2-035,2,30,5
1688,2014,2,2014-2-036,2,15,4
1689,2014,2,2014-2-036,2,21,4
1690,2014,2,2014-2-036,2,47,5
1691,2014,2,2014-2-037,2,27,4
1692,2014,2,2014-2-038,2,10,3
1693,2014,2,2014-2-038,2,49,5
1694,2014,2,2014-2-039,1,33,2
1695,2014,2,2014-2-039,1,42,2
1696,2014,2,2014-2-040,2,16,4
1697,2014,2,2014-2-040,2,29,4
1698,2014,2,2014-2-040,2,33,5
1699,2014,2,2014-2-041,1,19,1
1700,2014,2,2014-2-042,1,15,1
1701,2014,2,2014-2-042,1,25,1
1702,2014,2,2014-2-042,1,27,1
1703,2014,2,2014-2-042,2,27,4
1704,2014,2,2014-2-042,2,28,4
1705,2014,2,2014-2-043,1,8,0
1706,2014,2,2014-2-043,1,35,2
1707,2014,2,2014-2-044,1,27,1
1708,2014,2,2014-2-044,1,45,2
1709,2014,2,2014-2-044,2,9,3
1710,2014,2,2014-2-044,2,12,3
1711,2014,2,2014-2-044,2,28,4
1712,2014,2,2014-2-045,1,23,1
1713,2014,2,2014-2-046,1,6,0
1714,2014,2,2014-2-046,2,38,5
1715,2014,2,2014-2-047,1,22,1
1716,2014,2,2014-2-047,2,0,3
1717,2014,2,2014-2-048,2,4,3
1718,2014,2,2014-2-048,2,32,5
1719,2014,2,2014-2-049,1,8,0
1720,2014,2,2014-2-049,2,36,5
1721,2014,2,2014-2-050,1,19,1
1722,2014,2,2014-2-050,2,41,5
1723,2014,2,2014-2-051,2,15,4
1724,2014,2,2014-2-051,2,45,5
1725,2014,2,2014-2-052,1,11,0
1726,2014,2,2014-2-052,1,42,2
1727,2014,2,2014-2-053,1,43,2
1728,2014,2,2014-2-053,2,27,4
1729,2014,2,2014-2-054,1,32,2
1730,2014,2,2014-2-054,1,39,2
1731,2014,2,2014-2-054,1,44,2
1732,2014,2,2014-2-054,1,47,2
1733,2014,2,2014-2-054,2,7,3
1734,2014,2,2014-2-054,2,14,3
1735,2014,2,2014-2-054,2,20,4
1736,2014,2,2014-2-055,2,17,4
1737,2014,2,2014-2-055,2,33,5
1738,2014,2,2014-2-057,1,7,0
1739,2014,2,2014-2-057,1,40,2
1740,2014,2,2014-2-057,2,38,5
1741,2014,2,2014-2-057,2,41,5
1742,2014,2,2014-2-058,2,31,5
1743,2014,2,2014-2-058,2,42,5
1744,2014,2,2014-2-059,1,21,1
1745,2014,2,2014-2-059,2,18,4
1746,2014,2,2014-2-060,1,5,0
1747,2014,2,2014-2-060,1,30,2
1748,2014,2,2014-2-060,1,37,2
1749,2014,2,2014-2-060,2,37,5
1750,2014,2,2014-2-061,2,12,3
1751,2014,2,2014-2-061,2,34,5
1752,2014,2,2014-2-061,2,42,5
1753,2014,2,2014-2-061,2,48,5
1754,2014,2,2014-2-062,1,34,2
1755,2014,2,2014-2-063,2,3,3
1756,2014,2,2014-2-063,2,11,3
1757,2014,2,2014-2-063,2,15,4
1758,2014,2,2014-2-063,2,21,4
1759,2014,2,2014-2-063,2,34,5
1760,2014,2,2014-2-063,2,40,5
1761,2014,2,2014-2-063,2,42,5
1762,2014,2,2014-2-064,2,17,4
1763,2014,2,2014-2-064,2,49,5
1764,2014,2,2014-2-065,1,29,1
1765,2014,2,2014-2-065,2,5,3
1766,2014,2,2014-2-065,2,37,5
1767,2014,2,2014-2-066,2,0,3
1768,2014,2,2014-2-066,2,34,5
1769,2014,2,2014-2-066,2,49,5
1770,2014,2,2014-2-067,1,13,0
1771,2014,2,2014-2-067,1,16,1
1772,2014,2,2014-2-067,2,19,4
1773,2014,2,2014-2-067,2,27,4
1774,2014,2,2014-2-067,2,37,5
1775,2014,2,2014-2-068,2,28,4
1776,2014,2,2014-2-068,2,41,5
1777,2014,2,2014-2-068,2,48,5
1778,2014,2,2014-2-069,2,2,3
1779,2014,2,2014-2-069,2,19,4
1780,2014,2,2014-2-069,2,29,4
1781,2014,2,2014-2-069,2,38,5
1782,2014,2,2014-2-070,2,30,5
1783,2014,2,2014-2-071,1,5,0
1784,2014,2,2014-2-071,1,14,0
1785,2014,2,2014-2-071,1,40,2
1786,2014,2,2014-2-071,1,46,2
1787,2014,2,2014-2-071,2,34,5
1788,2014,2,2014-2-072,1,7,0
1789,2014,2,2014-2-072,1,13,0
1790,2014,2,2014-2-072,2,5,3
1791,2014,2,2014-2-072,2,47,5
1792,2014,2,2014-2-075,1,10,0
1793,2014,2,2014-2-075,1,12,0
1794,2014,2,2014-2-075,1,25,1
1795,2014,2,2014-2-075,1,43,2
1796,2014,2,2014-2-075,2,4,3
1797,2014,2,2014-2-075,2,11,3
1798,2014,2,2014-2-075,2,27,4
1799,2014,2,2014-2-076,1,10,0
1800,2014,2,2014-2-076,1,13,0
1801,2014,2,2014-2-076,1,41,2
1802,2014,2,2014-2-076,2,35,5
1803,2014,2,2014-2-077,1,44,2
1804,2014,2,2014-2-078,2,1,3
1805,2014,2,2014-2-078,2,49,5
1806,2014,2,2014-2-079,1,8,0
1807,2014,2,2014-2-079,2,6,3
1808,2014,2,2014-2-079,2,15,4
1809,2014,2,2014-2-079,2,23,4
1810,2014,2,2014-2-079,2,35,5
1811,2014,2,2014-2-079,2,37,5
1812,2014,2,2014-2-079,2,47,5
1813,2014,2,2014-2-080,1,28,1
1814,2014,2,2014-2-080,1,42,2
1815,2014,2,2014-2-080,2,20,4
1816,2014,2,2014-2-081,1,8,0
1817,2014,2,2014-2-081,1,28,1
1818,2014,2,2014-2-081,2,10,3
1819,2014,2,2014-2-081,2,24,4
1820,2014,2,2014-2-082,1,38,2
1821,2014,2,2014-2-082,2,4,3
1822,2014,2,2014-2-082,2,19,4
1823,2014,2,2014-2-082,2,23,4
1824,2014,2,2014-2-082,2,34,5
1825,2014,2,2014-2-082,2,41,5
1826,2014,2,2014-2-083,1,2,0
1827,2014,2,2014-2-083,1,27,1
1828,2014,2,2014-2-083,1,33,2
1829,2014,2,2014-2-083,2,21,4
1830,2014,2,2014-2-086,1,15,1
1831,2014,2,2014-2-087,1,36,2
1832,2014,2,2014-2-087,2,38,5
1833,2014,2,2014-2-088,1,3,0
1834,2014,2,2014-2-089,1,7,0
1835,2014,2,2014-2-089,1,11,0
1836,2014,2,2014-2-089,1,28,1
1837,2014,2,2014-2-089,2,13,3
1838,2014,2,2014-2-090,2,46,5
1839,2014,2,2014-2-091,1,28,1
1840,2014,2,2014-2-091,2,15,4
1841,2014,2,2014-2-092,2,25,4
1842,2014,2,2014-2-092,2,45,5
1843,2014,2,2014-2-093,1,38,2
1844,2014,2,2014-2-093,2,8,3
1845,2014,2,2014-2-093,2,19,4
1846,2014,2,2014-2-093,2,43,5
1847,2014,2,2014-2-094,2,4,3
1848,2014,2,2014-2-094,2,14,3
1849,2014,2,2014-2-094,2,30,5
1850,2014,2,2014-2-095,2,6,3
1851,2014,2,2014-2-095,2,12,3
1852,2014,2,2014-2-095,2,39,5
1853,2014,2,2014-2-096,1,19,1
1854,2014,2,2014-2-096,1,42,2
1855,2014,2,2014-2-096,2,43,5
1856,2014,2,2014-2-097,1,32,2
1857,2014,2,2014-2-097,1,39,2
1858,2014,2,2014-2-097,2,5,3
1859,2014,2,2014-2-098,1,0,0
1860,2014,2,2014-2-098,1,32,2
1861,2014,2,2014-2-099,1,7,0
1862,2014,2,2014-2-099,1,14,0
1863,2014,2,2014-2-099,2,15,4
1864,2014,2,2014-2-100,1,7,0
1865,2014,2,2014-2-100,1,14,0
1866,2014,2,2014-2-100,1,35,2
1867,2014,2,2014-2-100,2,12,3
1868,2014,2,2014-2-101,1,23,1
1869,2014,2,2014-2-101,1,40,2
1870,2014,2,2014-2-101,2,39,5
1871,2014,2,2014-2-102,1,22,1
1872,2014,2,2014-2-103,2,13,3
1873,2014,2,2014-2-103,2,20,4
1874,2014,2,2014-2-103,2,25,4
1875,2014,2,2014-2-103,2,40,5
1876,2014,2,2014-2-104,1,41,2
1877,2014,2,2014-2-104,2,14,3
1878,2014,2,2014-2-105,1,14,0
1879,2014,2,2014-2-106,1,28,1
1880,2014,2,2014-2-106,2,11,3
1881,2014,2,2014-2-106,2,25,4
1882,2014,2,2014-2-109,1,27,1
1883,2014,2,2014-2-109,1,45,2
1884,2014,2,2014-2-109,2,14,3
1885,2014,2,2014-2-109,2,24,4
1886,2014,2,2014-2-109,2,46,5
1887,2014,2,2014-2-109,2,50,5
1888,2014,2,2014-2-112,2,24,4
1889,2014,2,2014-2-113,2,36,5
1890,2014,2,2014-2-113,2,38,5
1891,2014,2,2014-2-115,1,27,1
1892,2014,2,2014-2-115,1,31,2
1893,2014,2,2014-2-116,2,34,5
1894,2014,2,2014-2-117,1,19,1
1895,2014,2,2014-2-117,2,41,5
1896,2014,2,2014-2-117,2,47,5
1897,2014,2,2014-2-118,2,23,4
1898,2014,2,2014-2-118,2,37,5
1899,2014,2,2014-2-119,1,21,1
1900,2014,2,2014-2-119,2,1,3
1901,2014,2,2014-2-120,1,22,1
1902,2014,2,2014-2-122,2,32,5
1903,2014,2,2014-2-123,2,37,5
1904,2014,2,2014-2-124,1,29,1
1905,2014,2,2014-2-124,2,32,5
1906,2014,2,2014-2-124,2,43,5
1907,2014,2,2014-2-125,1,7,0
1908,2014,2,2014-2-125,1,18,1
1909,2014,2,2014-2-125,2,2,3
1910,2014,2,2014-2-126,2,21,4
1911,2014,2,2014-2-127,2,30,5
1912,2014,2,2014-2-127,2,33,5
1913,2014,2,2014-2-128,1,25,1
1914,2014,2,2014-2-128,1,46,2
1915,2014,2,2014-2-128,2,8,3
1916,2014,2,2014-2-128,2,39,5
1917,2014,2,2014-2-129,2,3,3
1918,2014,2,2014-2-129,2,7,3
1919,2014,2,2014-2-130,2,8,3
1920,2014,2,2014-2-130,2,13,3
1921,2014,2,2014-2-130,2,34,5
1922,2014,2,2014-2-131,1,39,2
1923,2014,2,2014-2-131,2,6,3
1924,2014,2,2014-2-131,2,16,4
1925,2014,2,2014-2-131,2,36,5
1926,2014,2,2014-2-131,2,50,5
1927,2014,2,2014-2-132,1,21,1
1928,2014,2,2014-2-132,1,42,2
1929,2014,2,2014-2-132,2,5,3
1930,2014,2,2014-2-132,2,9,3
1931,2014,2,2014-2-132,2,28,4
1932,2014,2,2014-2-133,2,40,5
1933,2014,2,2014-2-134,1,24,1
1934,2014,2,2014-2-134,1,36,2
1935,2014,2,2014-2-134,2,5,3
1936,2014,2,2014-2-135,1,44,2
1937,2014,2,2014-2-136,1,8,0
1938,2014,2,2014-2-136,2,22,4
1939,2014,2,2014-2-137,1,36,2
1940,2014,2,2014-2-137,1,40,2
1941,2014,2,2014-2-137,2,9,3
1942,2014,2,2014-2-137,2,27,4
1943,2014,2,2014-2-138,2,3,3
1944,2014,2,2014-2-139,1,5,0
1945,2014,2,2014-2-139,1,12,0
1946,2014,2,2014-2-139,2,3,3
1947,2014,2,2014-2-139,2,10,3
1948,2014,2,2014-2-139,2,21,4
1949,2014,2,2014-2-139,2,29,4
1950,2014,2,2014-2-140,1,24,1
1951,2014,2,2014-2-140,2,28,4
1952,2014,2,2014-2-140,2,32,5
1953,2014,2,2014-2-141,2,21,4
1954,2014,2,2014-2-142,1,16,1
1955,2014,2,2014-2-142,2,28,4
1956,2014,2,2014-2-143,1,21,1
1957,2014,2,2014-2-143,1,45,2
1958,2014,2,2014-2-143,2,17,4
1959,2014,2,2014-2-143,2,44,5
1960,2014,2,2014-2-144,1,43,2
1961,2014,2,2014-2-144,2,16,4
1962,2014,2,2014-2-144,2,48,5
1963,2014,2,2014-2-145,1,32,2
1964,2014,2,2014-2-145,2,40,5
1965,2014,2,2014-2-146,1,13,0
1966,2014,2,2014-2-146,1,26,1
1967,2014,2,2014-2-146,2,28,4
1968,2014,2,2014-2-146,2,32,5
1969,2014,2,2014-2-147,1,4,0
1970,2014,2,2014-2-147,1,8,0
1971,2014,2,2014-2-147,2,14,3
1972,2014,2,2014-2-148,2,22,4
1973,2014,2,2014-2-149,2,42,5
1974,2014,2,2014-2-152,1,9,0
1975,2014,2,2014-2-152,1,17,1
1976,2014,2,2014-2-152,2,17,4
1977,2014,2,2014-2-153,1,23,1
1978,2014,2,2014-2-153,1,36,2
1979,2014,2,2014-2-153,1,38,2
1980,2014,2,2014-2-154,1,8,0
1981,2014,2,2014-2-154,1,11,0
1982,2014,2,2014-2-154,2,1,3
1983,2014,2,2014-2-154,2,31,5
1984,2014,2,2014-2-154,2,35,5
1985,2014,2,2014-2-155,1,44,2
1986,2014,2,2014-2-155,2,2,3
1987,2014,2,2014-2-155,2,41,5
1988,2014,2,2014-2-156,1,9,0
1989,2014,2,2014-2-156,2,24,4
1990,2014,2,2014-2-156,2,33,5
1991,2014,2,2014-2-156,2,41,5
1992,2014,2,2014-2-157,2,2,3
1993,2014,2,2014-2-158,1,33,2
1994,2014,2,2014-2-158,1,40,2
1995,2014,2,2014-2-158,2,36,5
1996,2014,2,2014-2-159,1,12,0
1997,2014,2,2014-2-159,2,18,4
1998,2014,2,2014-2-159,2,33,5
1999,2014,2,2014-2-160,1,12,0
2000,2014,2,2014-2-160,1,30,2
2001,2014,2,2014-2-160,2,5,3
2002,2014,2,2014-2-160,2,34,5
2003,2014,2,2014-2-161,1,19,1
2004,2014,2,2014-2-162,1,32,2
2005,2014,2,2014-2-163,1,31,2
2006,2014,2,2014-2-163,2,16,4
2007,2014,2,2014-2-163,2,31,5
2008,2014,2,2014-2-164,1,18,1
2009,2014,2,2014-2-164,1,29,1
2010,2014,2,2014-2-164,2,26,4
2011,2014,2,2014-2-164,2,36,5
2012,2014,2,2014-2-164,2,41,5
2013,2014,2,2014-2-164,2,49,5
2014,2014,2,2014-2-165,1,30,2
2015,2014,2,2014-2-165,2,6,3
2016,2014,2,2014-2-165,2,24,4
2017,2014,2,2014-2-166,1,8,0
2018,2014,2,2014-2-166,1,13,0
2019,2014,2,2014-2-166,2,17,4
2020,2014,2,2014-2-166,2,34,5
2021,2014,2,2014-2-166,2,44,5
2022,2014,2,2014-2-167,1,35,2
2023,2014,2,2014-2-167,2,6,3
2024,2014,2,2014-2-167,2,52,5
2025,2014,2,2014-2-168,2,7,3
2026,2014,2,2014-2-169,1,25,1
2027,2014,2,2014-2-169,1,41,2
2028,2014,2,2014-2-169,2,6,3
2029,2014,2,2014-2-169,2,9,3
2030,2014,2,2014-2-169,2,12,3
2031,2014,2,2014-2-169,2,26,4
2032,2014,2,2014-2-169,2,28,4
2033,2014,2,2014-2-171,2,33,5
2034,2014,2,2014-2-171,2,36,5
2035,2014,2,2014-2-172,2,5,3
2036,2014,2,2014-2-172,2,13,3
2037,2014,2,2014-2-172,2,49,5
2038,2014,2,2014-2-173,1,20,1
2039,2014,2,2014-2-173,1,31,2
